Hour,power_norm,windreal1,power_norm,windreal2,power_norm,windreal3,power_norm,windreal4,power_norm,windreal5,power_norm,windreal6,windreal7b,windreal7,year
1/1/07 22:00,0.336642325,5049.634874,0.505036771,7575.551569,0.52577734,7886.660099,0.430903882,6463.558227,0.359704673,5395.570099,0.518490195,7777.352929,0.2599282,3898.923,2007
1/1/07 23:00,0.351846039,5277.690589,0.512487948,7687.319219,0.51467818,7720.172703,0.440690517,6610.357761,0.379769295,5696.539432,0.517418861,7761.282921,0.16161002,2424.1503,2007
1/2/07 0:00,0.35818246,5372.736901,0.522413194,7836.197913,0.510598898,7658.983469,0.449620128,6744.301915,0.403251916,6048.778743,0.524331093,7864.966393,0.27834061,4175.10915,2007
1/2/07 1:00,0.370945275,5564.179122,0.521329522,7819.942832,0.513013422,7695.201337,0.45339793,6800.968945,0.412583143,6188.747138,0.526730597,7900.958955,0.41226012,6183.9018,2007
1/2/07 2:00,0.388014019,5820.210278,0.513236344,7698.545158,0.506396055,7595.940828,0.461465538,6921.983063,0.409498066,6142.470986,0.520627975,7809.419632,0.51701731,7755.25965,2007
1/2/07 3:00,0.398642331,5979.63497,0.509118557,7636.778355,0.495267808,7429.017127,0.460964203,6914.463043,0.420118541,6301.778108,0.514507711,7717.615664,0.64196855,9629.52825,2007
1/2/07 4:00,0.405819923,6087.29884,0.507993221,7619.898319,0.50566709,7585.006356,0.462605,6939.074993,0.439317137,6589.757055,0.507382631,7610.73947,0.90075958,13511.3937,2007
1/2/07 5:00,0.42759344,6413.901597,0.51037842,7655.676305,0.511076212,7666.143179,0.470239222,7053.588331,0.455954581,6839.318722,0.506267667,7594.015002,1,15000,2007
1/2/07 6:00,0.443788379,6656.825691,0.512759507,7691.392601,0.497974634,7469.619513,0.476579279,7148.689181,0.464468181,6967.022717,0.509665489,7644.982338,1,15000,2007
1/2/07 7:00,0.452704579,6790.56868,0.530656874,7959.853113,0.494884223,7423.263341,0.493116587,7396.748811,0.467359513,7010.392696,0.528080165,7921.202481,1,15000,2007
1/2/07 8:00,0.461192995,6917.89493,0.553047955,8295.719326,0.502270281,7534.05422,0.50054723,7508.208454,0.473679692,7105.195373,0.541478038,8122.170568,0.98574925,14786.23875,2007
1/2/07 9:00,0.46451658,6967.748702,0.560942173,8414.132595,0.50564748,7584.712207,0.498920947,7483.81421,0.479582042,7193.730623,0.544369042,8165.535629,1,15000,2007
1/2/07 10:00,0.475547105,7133.206576,0.575863719,8637.955785,0.513539732,7703.095973,0.497805655,7467.084825,0.481629938,7224.449068,0.56376642,8456.496298,1,15000,2007
1/2/07 11:00,0.484444648,7266.66972,0.587754309,8816.314638,0.545953512,8189.302683,0.502703488,7540.552318,0.485811859,7287.177891,0.576653004,8649.795055,1,15000,2007
1/2/07 12:00,0.483062238,7245.933563,0.587636292,8814.54438,0.559346974,8390.204608,0.524127364,7861.910462,0.481857806,7227.867097,0.574514031,8617.710471,1,15000,2007
1/2/07 13:00,0.485537589,7283.063829,0.583024263,8745.363951,0.569719255,8545.788825,0.54103148,8115.472198,0.483918995,7258.78492,0.576907337,8653.610051,1,15000,2007
1/2/07 14:00,0.487174213,7307.613194,0.589908123,8848.621845,0.583111823,8746.677339,0.549932778,8248.991668,0.50320518,7548.077703,0.584813774,8772.206604,0.99109143,14866.37145,2007
1/2/07 15:00,0.498513281,7477.69922,0.592293978,8884.409666,0.588493168,8827.397525,0.559861362,8397.92043,0.529184163,7937.762439,0.587726831,8815.902472,0.92643696,13896.5544,2007
1/2/07 16:00,0.515479207,7732.188106,0.603218675,9048.28012,0.608382285,9125.73427,0.562779486,8441.692293,0.559123516,8386.852741,0.596672535,8950.088024,0.8953408,13430.112,2007
1/2/07 17:00,0.535428584,8031.428754,0.611610591,9174.158871,0.632716537,9490.748048,0.570176423,8552.646339,0.570036471,8550.547063,0.598575652,8978.634775,0.86718243,13007.73645,2007
1/2/07 18:00,0.558861673,8382.925093,0.623512268,9352.684021,0.649571061,9743.565917,0.585575223,8783.628345,0.565926552,8488.898277,0.613449097,9201.73645,0.78773844,11816.0766,2007
1/2/07 19:00,0.562759876,8441.398144,0.642399549,9635.993242,0.658940613,9884.109199,0.603479087,9052.18631,0.560283661,8404.254913,0.632816613,9492.249191,0.69736594,10460.4891,2007
1/2/07 20:00,0.556123555,8341.853321,0.655796647,9836.949706,0.668551862,10028.27793,0.616897345,9253.460169,0.565188766,8477.831483,0.645189106,9677.836597,0.5242759,7864.1385,2007
1/2/07 21:00,0.558042407,8370.636106,0.658639073,9879.586101,0.680434644,10206.51966,0.619306922,9289.603829,0.592661083,8889.916241,0.638542295,9578.134418,0.49077216,7361.5824,2007
1/2/07 22:00,0.570973098,8564.596474,0.662912011,9943.680167,0.683412015,10251.18023,0.619227588,9288.413823,0.610058725,9150.880873,0.644398332,9665.974975,0.45381764,6807.2646,2007
1/2/07 23:00,0.593913078,8908.696175,0.671678424,10075.17636,0.694842637,10422.63955,0.634661853,9519.9278,0.608432591,9126.488864,0.664471984,9967.079759,0.46646142,6996.9213,2007
1/3/07 0:00,0.623845875,9357.688129,0.68623507,10293.52605,0.712024748,10680.37122,0.645545542,9683.183134,0.610817075,9162.256122,0.682137907,10232.0686,0.25143409,3771.51135,2007
1/3/07 1:00,0.633716345,9505.745173,0.692786694,10391.8004,0.718592227,10778.8834,0.662426233,9936.393499,0.618702829,9280.542433,0.700260997,10503.91495,0.16611855,2491.77825,2007
1/3/07 2:00,0.631609023,9474.135339,0.700239182,10503.58772,0.731423855,10971.35782,0.667645514,10014.68271,0.621605515,9324.082732,0.719723165,10795.84748,0.17606945,2641.04175,2007
1/3/07 3:00,0.626489937,9397.34906,0.717051864,10755.77796,0.752670407,11290.05611,0.682672322,10240.08483,0.635004103,9525.061548,0.729860544,10947.90816,0.14445271,2166.79065,2007
1/3/07 4:00,0.648378849,9725.682735,0.732058287,10980.8743,0.75610429,11341.56436,0.697294176,10459.41263,0.648902237,9733.533561,0.751503348,11272.55023,0.12884909,1932.73635,2007
1/3/07 5:00,0.671168923,10067.53385,0.75198257,11279.73855,0.752884924,11293.27387,0.714103997,10711.55995,0.672092974,10081.39461,0.770086288,11551.29433,0.07535985,1130.39775,2007
1/3/07 6:00,0.699132502,10486.98753,0.771002531,11565.03797,0.754544199,11318.16298,0.716219604,10743.29406,0.684454381,10266.81572,0.780214429,11703.21643,0.04608216,691.2324,2007
1/3/07 7:00,0.716848373,10752.7256,0.781518042,11722.77063,0.764195919,11462.93879,0.692089081,10381.33621,0.703029096,10545.43644,0.785393536,11780.90304,0.04043751,606.56265,2007
1/3/07 8:00,0.714495182,10717.42773,0.791202307,11868.0346,0.768075109,11521.12663,0.689319909,10339.79863,0.714934409,10724.01613,0.796846807,11952.70211,0.04309566,646.4349,2007
1/3/07 9:00,0.720172107,10802.58161,0.802629292,12039.43938,0.774596334,11618.945,0.721273541,10819.10312,0.724593103,10868.89654,0.806926847,12103.9027,0.01214059,182.10885,2007
1/3/07 10:00,0.749423206,11241.34809,0.805159748,12077.39621,0.782885492,11743.28238,0.743848622,11157.72933,0.740076184,11101.14276,0.801470518,12022.05777,0.01386094,207.9141,2007
1/3/07 11:00,0.76714319,11507.14785,0.805913687,12088.7053,0.801879227,12028.18841,0.740150154,11102.2523,0.751151681,11267.27521,0.79600215,11940.03224,0.01524228,228.6342,2007
1/3/07 12:00,0.758631885,11379.47828,0.80574429,12086.16436,0.822213173,12333.19759,0.748050928,11220.76392,0.743916631,11158.74946,0.79318583,11897.78745,0.02370915,355.63725,2007
1/3/07 13:00,0.743812561,11157.18842,0.812718987,12190.78481,0.841298521,12619.47781,0.758626997,11379.40496,0.756718516,11350.77775,0.80548209,12082.23134,0.05847384,877.1076,2007
1/3/07 14:00,0.74412632,11161.8948,0.823849201,12357.73802,0.855306149,12829.59223,0.761642158,11424.63237,0.777069807,11656.04711,0.820178568,12302.67853,0.1087468,1631.202,2007
1/3/07 15:00,0.764961243,11474.41864,0.837560534,12563.40802,0.872580469,13088.70703,0.748679698,11230.19546,0.784535944,11768.03917,0.837469816,12562.04724,0.1656045,2484.0675,2007
1/3/07 16:00,0.781346977,11720.20465,0.848561108,12728.41662,0.877573967,13163.6095,0.741911173,11128.66759,0.787131965,11806.97948,0.851155818,12767.33726,0.29092449,4363.86735,2007
1/3/07 17:00,0.779936731,11699.05096,0.863427877,12951.41816,0.874485075,13117.27613,0.756051898,11340.77847,0.793264806,11898.97209,0.864224732,12963.37098,0.65172905,9775.93575,2007
1/3/07 18:00,0.778102875,11671.54312,0.883702278,13255.53417,0.881299794,13219.49691,0.77060014,11559.0021,0.795344532,11930.16797,0.879717469,13195.76204,0.87641776,13146.2664,2007
1/3/07 19:00,0.775339246,11630.08869,0.895588458,13433.82686,0.890767336,13361.51004,0.782459497,11736.89246,0.788578689,11828.68034,0.892192483,13382.88724,0.78661829,11799.27435,2007
1/3/07 20:00,0.767237067,11508.55601,0.900578141,13508.67212,0.903497756,13552.46633,0.796557903,11948.36855,0.771127999,11566.91998,0.899579763,13493.69645,0.80833274,12124.9911,2007
1/3/07 21:00,0.760463536,11406.95304,0.900806189,13512.09283,0.90554601,13583.19014,0.81597966,12239.69489,0.770571172,11558.56758,0.912953019,13694.29529,0.82525486,12378.8229,2007
1/3/07 22:00,0.751914084,11278.71126,0.892672896,13390.09345,0.920479476,13807.19215,0.82967478,12445.12171,0.791769326,11876.53989,0.906014323,13590.21485,0.85034102,12755.1153,2007
1/3/07 23:00,0.770016968,11550.25452,0.909629762,13644.44643,0.952572286,14288.58429,0.832887471,12493.31206,0.81723398,12258.5097,0.904453039,13566.79559,0.87923044,13188.4566,2007
1/4/07 0:00,0.829857349,12447.86024,0.937323809,14059.85713,0.977114677,14656.72016,0.841200173,12618.00259,0.821656585,12324.84877,0.921815693,13827.2354,0.8509174,12763.761,2007
1/4/07 1:00,0.861857474,12927.86211,0.956674218,14350.11327,0.980136812,14702.05218,0.848327279,12724.90919,0.830874383,12463.11575,0.947456837,14211.85255,0.78025806,11703.8709,2007
1/4/07 2:00,0.849212706,12738.19059,0.958944798,14384.17196,0.981226623,14718.39935,0.843187094,12647.80641,0.849671841,12745.07761,0.961051583,14415.77375,0.79601306,11940.1959,2007
1/4/07 3:00,0.832338452,12485.07679,0.959984183,14399.76275,0.975673914,14635.10871,0.851786792,12776.80188,0.8570593,12855.8895,0.964955628,14474.33442,0.72143662,10821.5493,2007
1/4/07 4:00,0.821191788,12317.87682,0.960470498,14407.05746,0.963404596,14451.06894,0.870575309,13058.62963,0.860601425,12909.02138,0.9648965,14473.4475,0.52403909,7860.58635,2007
1/4/07 5:00,0.807160676,12107.41013,0.962752759,14441.29139,0.976083755,14641.25633,0.89232856,13384.92841,0.870419919,13056.29879,0.962141931,14432.12897,0.57263529,8589.52935,2007
1/4/07 6:00,0.802133143,12031.99714,0.965932488,14488.98733,0.981666327,14724.9949,0.920097828,13801.46742,0.882333517,13235.00276,0.96497345,14474.60175,0.65006065,9750.90975,2007
1/4/07 7:00,0.820365429,12305.48143,0.971978486,14579.67728,0.984752715,14771.29072,0.922022283,13830.33425,0.89452678,13417.90169,0.97550106,14632.51591,0.74096119,11114.41785,2007
1/4/07 8:00,0.835881531,12538.22297,0.974226475,14613.39712,0.989290774,14839.36161,0.919096947,13786.4542,0.915355206,13730.32808,0.975409746,14631.14619,0.56798321,8519.74815,2007
1/4/07 9:00,0.851350129,12770.25193,0.976495981,14647.43972,0.991317928,14869.76892,0.921908557,13828.62836,0.927277386,13909.16079,0.976607084,14649.10626,0.51010472,7651.5708,2007
1/4/07 10:00,0.878468573,13177.0286,0.980340898,14705.11347,0.992284894,14884.27341,0.929766834,13946.50251,0.930077732,13951.16597,0.98090595,14713.58925,0.54193932,8129.0898,2007
1/4/07 11:00,0.901697814,13525.46722,0.982311904,14734.67857,0.992672682,14890.09023,0.937987149,14069.80723,0.927319229,13909.78843,0.983753264,14756.29896,0.41524467,6228.67005,2007
1/4/07 12:00,0.903703988,13555.55981,0.984929442,14773.94164,0.995331585,14929.97378,0.944931388,14173.97082,0.923128188,13846.92281,0.984841228,14772.61841,0.42995292,6449.2938,2007
1/4/07 13:00,0.89104563,13365.68445,0.985785425,14786.78137,0.994891584,14923.37376,0.941806734,14127.101,0.921460867,13821.913,0.984878361,14773.17542,0.42047676,6307.1514,2007
1/4/07 14:00,0.906202495,13593.03743,0.98834312,14825.14679,0.999675333,14995.13,0.932055652,13980.83478,0.936335385,14045.03077,0.986094534,14791.41802,0.49491528,7423.7292,2007
1/4/07 15:00,0.931870818,13978.06227,0.990377009,14855.65513,1,15000,0.932547867,13988.21801,0.947977841,14219.66761,0.987070262,14806.05394,0.53172898,7975.9347,2007
1/4/07 16:00,0.938150048,14072.25072,0.994510651,14917.65976,1,15000,0.942937374,14144.06061,0.948105931,14221.58897,0.990443408,14856.65113,0.57735962,8660.3943,2007
1/4/07 17:00,0.933793187,14006.89781,0.994268,14914.02,0.994891822,14923.37734,0.949186444,14237.79666,0.944821954,14172.32931,0.994821191,14922.31786,0.8194055,12291.0825,2007
1/4/07 18:00,0.932481229,13987.21844,0.994780183,14921.70274,0.990569472,14858.54208,0.956668496,14350.02744,0.93863219,14079.48285,0.992696941,14890.45411,0.46132383,6919.85745,2007
1/4/07 19:00,0.936569631,14048.54447,0.996107221,14941.60831,0.996715724,14950.73587,0.958584845,14378.77268,0.945576966,14183.65449,0.991442502,14871.63752,0.7495535,11243.3025,2007
1/4/07 20:00,0.944071651,14161.07476,0.995629728,14934.44592,0.996712267,14950.68401,0.957463264,14361.94897,0.954870164,14323.05247,0.993187189,14897.80784,0.6645627,9968.4405,2007
1/4/07 21:00,0.951021075,14265.31613,0.991832912,14877.49368,1,15000,0.955447316,14331.70974,0.967398643,14510.97965,0.998575211,14978.62816,0.56494331,8474.14965,2007
1/4/07 22:00,0.953292131,14299.38197,0.993773699,14906.60548,1,15000,0.962756932,14441.35398,0.969322979,14539.84469,0.998162508,14972.43762,0.5254426,7881.639,2007
1/4/07 23:00,0.954311073,14314.66609,0.996443689,14946.65533,1,15000,0.969755232,14546.32849,0.957927763,14368.91645,0.99406141,14910.92116,0.3625029,5437.5435,2007
1/5/07 0:00,0.949768603,14246.52904,0.995144129,14927.16193,1,15000,0.981093705,14716.40557,0.956242442,14343.63663,0.993067861,14896.01791,0.29355407,4403.31105,2007
1/5/07 1:00,0.951147556,14267.21334,0.991751909,14876.27864,1,15000,0.981195748,14717.93622,0.963902295,14458.53442,0.991708279,14875.62418,0.40695405,6104.31075,2007
1/5/07 2:00,0.961681366,14425.22049,0.995190382,14927.85573,1,15000,0.984106779,14761.60169,0.971439779,14571.59668,0.992045105,14880.67657,0.32625717,4893.85755,2007
1/5/07 3:00,0.977442384,14661.63576,0.997112155,14956.68232,1,15000,0.992176831,14882.65246,0.981272459,14719.08689,0.993747592,14906.21388,0.51101893,7665.28395,2007
1/5/07 4:00,0.985243201,14778.64802,0.999970078,14999.55118,1,15000,0.992692709,14890.39063,0.98331213,14749.68195,0.998295546,14974.43318,0.5561803,8342.7045,2007
1/5/07 5:00,0.986123741,14791.85611,1,15000,1,15000,0.998562992,14978.44487,0.985106289,14776.59434,1,15000,0.48170683,7225.60245,2007
1/5/07 6:00,0.986294508,14794.41762,1,15000,1,15000,1,15000,0.984101593,14761.5239,1,15000,0.81891972,12283.7958,2007
1/5/07 7:00,0.989676595,14845.14892,1,15000,1,15000,0.992621243,14889.31865,0.988364339,14825.46508,1,15000,0.92998481,13949.77215,2007
1/5/07 8:00,0.995166838,14927.50257,1,15000,1,15000,0.980747759,14711.21639,0.990762532,14861.43798,1,15000,0.49831337,7474.70055,2007
1/5/07 9:00,0.996272922,14944.09382,1,15000,1,15000,0.989059746,14835.89619,0.997387171,14960.80756,1,15000,0.73774362,11066.1543,2007
1/5/07 10:00,1,15000,1,15000,1,15000,0.994977713,14924.66569,0.99883461,14982.51915,1,15000,0.96607447,14491.11705,2007
1/5/07 11:00,0.998985469,14984.78204,1,15000,1,15000,1,15000,0.987721026,14815.81539,1,15000,0.9913075,14869.6125,2007
1/5/07 12:00,0.988496125,14827.44187,1,15000,1,15000,1,15000,0.986718953,14800.78429,1,15000,1,15000,2007
1/5/07 13:00,1,15000,1,15000,1,15000,1,15000,0.986425698,14796.38547,1,15000,0.9882856,14824.284,2007
1/5/07 14:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.98798651,14819.79765,2007
1/5/07 15:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.95641691,14346.25365,2007
1/5/07 16:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/5/07 17:00,0.991312802,14869.69203,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/5/07 18:00,0.98732245,14809.83675,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/5/07 19:00,0.993933856,14909.00785,1,15000,1,15000,1,15000,1,15000,1,15000,0.99421269,14913.19035,2007
1/5/07 20:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/5/07 21:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/5/07 22:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.985677,14785.155,2007
1/5/07 23:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.99544722,14931.7083,2007
1/6/07 0:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.98786229,14817.93435,2007
1/6/07 1:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 2:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 3:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 4:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 5:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 6:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 7:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 8:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 9:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 10:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 11:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 12:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 13:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 14:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 15:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 16:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.98897857,14834.67855,2007
1/6/07 17:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/6/07 18:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.99948031,14992.20465,2007
1/6/07 19:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.95723194,14358.4791,2007
1/6/07 20:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.85156882,12773.5323,2007
1/6/07 21:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.54535508,8180.3262,2007
1/6/07 22:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.98564422,14784.6633,2007
1/6/07 23:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.98558831,14783.82465,2007
1/7/07 0:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.92575133,13886.26995,2007
1/7/07 1:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.94441104,14166.1656,2007
1/7/07 2:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.99575907,14936.38605,2007
1/7/07 3:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.99253249,14887.98735,2007
1/7/07 4:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.92857117,13928.56755,2007
1/7/07 5:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.95283711,14292.55665,2007
1/7/07 6:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.9386394,14079.591,2007
1/7/07 7:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.96804398,14520.6597,2007
1/7/07 8:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.84671241,12700.68615,2007
1/7/07 9:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.70492721,10573.90815,2007
1/7/07 10:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.73751366,11062.7049,2007
1/7/07 11:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.74178529,11126.77935,2007
1/7/07 12:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.58488709,8773.30635,2007
1/7/07 13:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.40496853,6074.52795,2007
1/7/07 14:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.32399672,4859.9508,2007
1/7/07 15:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.13077834,1961.6751,2007
1/7/07 16:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.10974497,1646.17455,2007
1/7/07 17:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.10773087,1615.96305,2007
1/7/07 18:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.0813271,1219.9065,2007
1/7/07 19:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.02915143,437.27145,2007
1/7/07 20:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.05522222,828.3333,2007
1/7/07 21:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.06608419,991.26285,2007
1/7/07 22:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.14521821,2178.27315,2007
1/7/07 23:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.13379787,2006.96805,2007
1/8/07 0:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.2891492,4337.238,2007
1/8/07 1:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.46967024,7045.0536,2007
1/8/07 2:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.71175402,10676.3103,2007
1/8/07 3:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.7644456,11466.684,2007
1/8/07 4:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.92717272,13907.5908,2007
1/8/07 5:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,0.99087834,14863.1751,2007
1/8/07 6:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/8/07 7:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/8/07 8:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/8/07 9:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
1/8/07 10:00,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,1,15000,2007
